clase;sobreviviente;sexo;edad;tarifa;embarque
tercera;0;hombre;42;7,55000019;Southampton
tercera;0;hombre;13;20,25;Southampton
tercera;0;hombre;16;20,25;Southampton
tercera;1;mujer;35;20,25;Southampton
tercera;1;mujer;16;7,6500001;Southampton
tercera;1;hombre;25;7,6500001;Southampton
tercera;1;hombre;20;7,92500019;Southampton
tercera;1;mujer;18;7,22919989;Cherbourg
tercera;0;hombre;30;7,25;Southampton
tercera;0;hombre;26;8,05000019;Southampton
tercera;0;mujer;40;9,47500038;Southampton
tercera;1;hombre;0,833299994;9,35000038;Southampton
tercera;1;mujer;18;9,35000038;Southampton
tercera;1;hombre;26;18,7875004;Cherbourg
tercera;0;hombre;26;7,88749981;Southampton
tercera;0;hombre;20;7,92500019;Southampton
tercera;0;hombre;24;7,05000019;Southampton
tercera;0;hombre;25;7,05000019;Southampton
tercera;0;hombre;35;8,05000019;Southampton
tercera;0;hombre;18;8,30000019;Southampton
tercera;0;hombre;32;22,5249996;Southampton
tercera;1;mujer;19;7,85419989;Southampton
tercera;0;hombre;4;31,2749996;Southampton
tercera;0;mujer;6;31,2749996;Southampton
tercera;0;mujer;2;31,2749996;Southampton
tercera;1;mujer;17;7,92500019;Southampton
tercera;0;mujer;38;7,7750001;Southampton
tercera;0;mujer;9;31,2749996;Southampton
tercera;0;mujer;11;31,2749996;Southampton
tercera;0;hombre;39;31,2749996;Southampton
tercera;1;hombre;27;7,79580021;Southampton
tercera;0;hombre;26;7,7750001;Southampton
tercera;0;mujer;39;31,2749996;Southampton
tercera;0;hombre;20;7,85419989;Southampton
tercera;0;hombre;26;7,89580011;Southampton
tercera;0;hombre;25;17,7999992;Southampton
tercera;0;mujer;18;17,7999992;Southampton
tercera;0;hombre;24;7,7750001;Southampton
tercera;0;hombre;35;7,05000019;Southampton
tercera;0;hombre;5;31,3875008;Southampton
tercera;0;hombre;9;31,3875008;Southampton
tercera;1;hombre;3;31,3875008;Southampton
tercera;0;hombre;13;31,3875008;Southampton
tercera;1;mujer;5;31,3875008;Southampton
tercera;0;hombre;40;31,3875008;Southampton
tercera;1;hombre;23;7,79580021;Southampton
tercera;1;mujer;38;31,3875008;Southampton
tercera;1;mujer;45;7,2249999;Cherbourg
tercera;0;hombre;21;7,2249999;Cherbourg
tercera;0;hombre;23;7,05000019;Southampton
tercera;0;mujer;17;14,4582996;Cherbourg
tercera;0;hombre;30;7,2249999;Cherbourg
tercera;0;hombre;23;7,85419989;Southampton
tercera;1;mujer;13;7,22919989;Cherbourg
tercera;0;hombre;20;7,2249999;Cherbourg
tercera;0;hombre;32;15,8500004;Southampton
tercera;1;mujer;33;15,8500004;Southampton
tercera;1;mujer;0,75;19,2583008;Cherbourg
tercera;1;mujer;0,75;19,2583008;Cherbourg
tercera;1;mujer;5;19,2583008;Cherbourg
tercera;1;mujer;24;19,2583008;Cherbourg
tercera;1;mujer;18;8,05000019;Southampton
tercera;0;hombre;40;7,2249999;Cherbourg
tercera;0;hombre;26;7,89580011;Southampton
tercera;1;hombre;20;7,22919989;Cherbourg
tercera;0;mujer;18;14,4541998;Cherbourg
tercera;0;mujer;45;14,4541998;Cherbourg
tercera;0;mujer;27;7,87919998;Queenstown
tercera;0;hombre;22;8,05000019;Southampton
tercera;0;hombre;19;8,05000019;Southampton
tercera;0;hombre;26;7,7750001;Southampton
tercera;0;hombre;22;9,35000038;Southampton
tercera;0;hombre;20;4,01249981;Cherbourg
tercera;1;hombre;32;56,4958;Southampton
tercera;0;hombre;21;7,7750001;Southampton
tercera;0;hombre;18;7,75;Southampton
tercera;0;hombre;26;7,89580011;Southampton
tercera;0;hombre;6;15,2458;Cherbourg
tercera;0;mujer;9;15,2458;Cherbourg
tercera;0;hombre;40;15,5;Queenstown
tercera;0;mujer;32;15,5;Queenstown
tercera;0;hombre;21;16,1000004;Southampton
tercera;1;mujer;22;7,7249999;Queenstown
tercera;0;mujer;20;7,85419989;Southampton
tercera;0;hombre;29;7,04580021;Southampton
tercera;0;hombre;22;7,25;Southampton
tercera;0;hombre;22;7,79580021;Southampton
tercera;0;hombre;35;8,05000019;Southampton
tercera;0;mujer;18,5;7,28329992;Queenstown
tercera;1;hombre;21;7,82079983;Queenstown
tercera;0;hombre;19;6,75;Queenstown
tercera;0;mujer;18;7,87919998;Queenstown
tercera;0;mujer;21;8,66250038;Southampton
tercera;0;mujer;30;8,66250038;Southampton
tercera;0;hombre;18;8,66250038;Southampton
tercera;0;hombre;38;8,66250038;Southampton
tercera;0;hombre;17;8,66250038;Southampton
tercera;0;hombre;17;8,66250038;Southampton
tercera;0;mujer;21;7,75;Queenstown
tercera;0;hombre;21;7,75;Queenstown
tercera;0;hombre;21;8,05000019;Southampton
tercera;0;hombre;28;7,79580021;Southampton
tercera;0;hombre;24;7,85419989;Southampton
tercera;1;mujer;16;7,75;Queenstown
tercera;0;mujer;37;7,75;Queenstown
tercera;0;hombre;28;7,25;Southampton
tercera;0;hombre;24;8,05000019;Southampton
tercera;0;hombre;21;7,73330021;Queenstown
tercera;1;hombre;32;56,4958;Southampton
tercera;0;hombre;29;8,05000019;Southampton
tercera;0;hombre;26;14,4541998;Cherbourg
tercera;0;hombre;18;14,4541998;Cherbourg
tercera;0;hombre;20;7,05000019;Southampton
tercera;1;hombre;18;8,05000019;Southampton
tercera;0;hombre;24;7,25;Queenstown
tercera;0;hombre;36;7,49580002;Southampton
tercera;0;hombre;24;7,49580002;Southampton
tercera;0;hombre;31;7,73330021;Queenstown
tercera;0;hombre;31;7,75;Queenstown
tercera;1;mujer;22;7,75;Queenstown
tercera;0;mujer;30;7,62919998;Queenstown
tercera;0;hombre;70,5;7,75;Queenstown
tercera;0;hombre;43;8,05000019;Southampton
tercera;0;hombre;35;7,89580011;Southampton
tercera;0;hombre;27;7,89580011;Southampton
tercera;0;hombre;19;7,89580011;Southampton
tercera;0;hombre;30;8,05000019;Southampton
tercera;1;hombre;9;15,8999996;Southampton
tercera;1;hombre;3;15,8999996;Southampton
tercera;1;mujer;36;15,8999996;Southampton
tercera;0;hombre;59;7,25;Southampton
tercera;0;hombre;19;8,1583004;Southampton
tercera;1;mujer;17;16,1000004;Southampton
tercera;0;hombre;44;16,1000004;Southampton
tercera;0;hombre;17;8,66250038;Southampton
tercera;0;hombre;22,5;7,2249999;Cherbourg
tercera;1;hombre;45;8,05000019;Southampton
tercera;0;mujer;22;10,5166998;Southampton
tercera;0;hombre;19;10,1708002;Southampton
tercera;1;mujer;30;6,94999981;Queenstown
tercera;1;hombre;29;7,75;Queenstown
tercera;0;hombre;0,333299994;14,3999996;Southampton
tercera;0;hombre;34;14,3999996;Southampton
tercera;0;mujer;28;14,3999996;Southampton
tercera;0;hombre;27;7,89580011;Southampton
tercera;0;hombre;25;7,89580011;Southampton
tercera;0;hombre;24;24,1499996;Southampton
tercera;0;hombre;22;8,05000019;Southampton
tercera;0;hombre;21;24,1499996;Southampton
tercera;0;hombre;17;8,05000019;Southampton
tercera;1;hombre;36,5;17,3999996;Southampton
tercera;1;mujer;36;17,3999996;Southampton
tercera;1;hombre;30;9,5;Southampton
tercera;0;hombre;16;9,5;Southampton
tercera;1;hombre;1;20,5750008;Southampton
tercera;1;mujer;0,166700006;20,5750008;Southampton
tercera;0;hombre;26;20,5750008;Southampton
tercera;1;mujer;33;20,5750008;Southampton
tercera;0;hombre;25;7,89580011;Southampton
tercera;0;hombre;22;7,25;Southampton
tercera;0;hombre;36;7,25;Southampton
tercera;1;mujer;19;7,87919998;Queenstown
tercera;0;hombre;17;7,89580011;Southampton
tercera;0;hombre;42;8,66250038;Southampton
tercera;0;hombre;43;7,89580011;Southampton
tercera;0;hombre;32;7,75;Queenstown
tercera;1;hombre;19;8,05000019;Southampton
tercera;1;mujer;30;12,4750004;Southampton
tercera;0;mujer;24;7,75;Queenstown
tercera;1;mujer;23;8,05000019;Southampton
tercera;0;hombre;33;7,89580011;Cherbourg
tercera;0;hombre;65;7,75;Queenstown
tercera;1;hombre;24;7,55000019;Southampton
tercera;0;hombre;23;13,8999996;Southampton
tercera;1;mujer;22;13,8999996;Southampton
tercera;0;hombre;18;7,7750001;Southampton
tercera;0;hombre;16;7,7750001;Southampton
tercera;0;hombre;45;6,9749999;Southampton
tercera;0;hombre;39;7,22919989;Cherbourg
tercera;0;hombre;17;7,22919989;Cherbourg
tercera;0;hombre;15;7,22919989;Cherbourg
tercera;0;hombre;47;7,25;Southampton
tercera;1;mujer;5;12,4750004;Southampton
tercera;0;hombre;40,5;15,1000004;Southampton
tercera;0;hombre;40,5;7,75;Queenstown
tercera;0;hombre;18;7,79580021;Southampton
tercera;0;hombre;26;7,87919998;Queenstown
tercera;0;mujer;21;34,375;Southampton
tercera;0;mujer;9;34,375;Southampton
tercera;0;hombre;18;34,375;Southampton
tercera;0;hombre;16;34,375;Southampton
tercera;0;mujer;48;34,375;Southampton
tercera;0;hombre;25;7,74170017;Queenstown
tercera;0;hombre;22;8,05000019;Southampton
tercera;1;mujer;16;7,73330021;Queenstown
tercera;1;hombre;9;20,5249996;Southampton
tercera;0;hombre;33;20,5249996;Southampton
tercera;0;hombre;41;7,8499999;Southampton
tercera;1;mujer;31;20,5249996;Southampton
tercera;0;hombre;38;7,05000019;Southampton
tercera;0;hombre;9;46,9000015;Southampton
tercera;0;hombre;1;46,9000015;Southampton
tercera;0;hombre;11;46,9000015;Southampton
tercera;0;mujer;10;46,9000015;Southampton
tercera;0;mujer;16;46,9000015;Southampton
tercera;0;hombre;14;46,9000015;Southampton
tercera;0;hombre;40;46,9000015;Southampton
tercera;0;mujer;43;46,9000015;Southampton
tercera;0;hombre;51;8,05000019;Southampton
tercera;0;hombre;32;8,36250019;Southampton
tercera;0;hombre;20;9,8458004;Southampton
tercera;0;hombre;37;7,92500019;Southampton
tercera;0;hombre;28;7,92500019;Southampton
tercera;0;hombre;19;7,7750001;Southampton
tercera;0;mujer;24;8,85000038;Southampton
tercera;0;mujer;17;7,73330021;Queenstown
tercera;0;hombre;28;15,8500004;Southampton
tercera;1;mujer;24;15,8500004;Southampton
tercera;0;hombre;20;9,5;Southampton
tercera;0;hombre;23,5;7,22919989;Cherbourg
tercera;0;hombre;41;14,1083002;Southampton
tercera;0;hombre;26;7,85419989;Southampton
tercera;0;hombre;21;7,85419989;Southampton
tercera;1;mujer;45;14,1083002;Southampton
tercera;0;hombre;25;7,25;Southampton
tercera;0;hombre;11;18,7875004;Cherbourg
tercera;1;hombre;27;6,9749999;Southampton
tercera;0;mujer;18;6,75;Queenstown
tercera;1;mujer;26;7,92500019;Southampton
tercera;0;mujer;23;7,92500019;Southampton
tercera;1;mujer;22;8,96249962;Southampton
tercera;0;hombre;28;7,89580011;Southampton
tercera;0;mujer;28;7,7750001;Southampton
tercera;1;mujer;2;12,2875004;Southampton
tercera;1;mujer;22;12,2875004;Southampton
tercera;0;hombre;43;6,44999981;Southampton
tercera;0;hombre;28;22,5249996;Southampton
tercera;1;mujer;27;7,92500019;Southampton
tercera;0;hombre;42;7,6500001;Southampton
tercera;0;hombre;30;7,22919989;Cherbourg
tercera;0;mujer;27;7,92500019;Southampton
tercera;0;mujer;25;7,92500019;Southampton
tercera;1;hombre;29;7,89580011;Cherbourg
tercera;1;hombre;21;7,79580021;Southampton
tercera;0;hombre;20;7,85419989;Southampton
tercera;0;hombre;48;7,85419989;Southampton
tercera;0;hombre;17;7,05420017;Southampton
tercera;0;hombre;34;6,49580002;Southampton
tercera;1;hombre;26;7,7750001;Southampton
tercera;0;hombre;22;7,79580021;Southampton
tercera;0;hombre;33;8,6541996;Southampton
tercera;0;hombre;31;7,7750001;Southampton
tercera;0;hombre;29;7,85419989;Southampton
tercera;1;hombre;4;11,1332998;Southampton
tercera;1;mujer;1;11,1332998;Southampton
tercera;0;hombre;49;0;Southampton
tercera;0;hombre;33;7,7750001;Southampton
tercera;0;hombre;19;0;Southampton
tercera;1;mujer;27;11,1332998;Southampton
tercera;0;hombre;23;7,89580011;Southampton
tercera;1;hombre;32;7,85419989;Southampton
tercera;0;hombre;27;7,85419989;Southampton
tercera;0;mujer;20;9,82499981;Southampton
tercera;0;mujer;21;9,82499981;Southampton
tercera;1;hombre;32;7,92500019;Southampton
tercera;0;hombre;17;7,125;Southampton
tercera;0;hombre;21;8,43330002;Southampton
tercera;0;hombre;30;7,89580011;Southampton
tercera;1;hombre;21;7,79580021;Southampton
tercera;0;hombre;33;7,85419989;Southampton
tercera;0;hombre;22;7,52080011;Southampton
tercera;1;mujer;4;13,4167004;Cherbourg
tercera;1;hombre;39;13,4167004;Cherbourg
tercera;0;hombre;18,5;7,22919989;Cherbourg
tercera;0;hombre;34,5;7,82919979;Queenstown
tercera;0;hombre;44;8,05000019;Southampton
tercera;0;mujer;22;8,66250038;Southampton
tercera;0;hombre;26;8,66250038;Southampton
tercera;1;mujer;4;22,0249996;Southampton
tercera;1;hombre;29;22,0249996;Southampton
tercera;1;mujer;26;22,0249996;Southampton
tercera;0;mujer;1;12,1833;Southampton
tercera;0;hombre;18;7,85419989;Southampton
tercera;0;mujer;36;12,1833;Southampton
tercera;1;hombre;25;7,22919989;Cherbourg
tercera;0;mujer;37;9,58749962;Southampton
tercera;1;mujer;22;7,25;Southampton
tercera;1;hombre;26;56,4958;Southampton
tercera;0;hombre;29;9,48330021;Southampton
tercera;0;hombre;29;7,7750001;Southampton
tercera;0;hombre;22;7,7750001;Southampton
tercera;1;hombre;22;7,2249999;Cherbourg
tercera;0;hombre;32;7,92500019;Southampton
tercera;0;hombre;34,5;6,4375;Cherbourg
tercera;0;hombre;36;0;Southampton
tercera;0;hombre;39;24,1499996;Southampton
tercera;0;hombre;24;9,5;Southampton
tercera;0;mujer;25;7,7750001;Southampton
tercera;0;mujer;45;7,75;Southampton
tercera;0;hombre;36;15,5500002;Southampton
tercera;0;mujer;30;15,5500002;Southampton
tercera;1;hombre;20;7,92500019;Southampton
tercera;0;hombre;28;56,4958;Southampton
tercera;0;hombre;30;16,1000004;Southampton
tercera;0;mujer;26;16,1000004;Southampton
tercera;0;hombre;20,5;7,25;Southampton
tercera;1;hombre;27;8,66250038;Southampton
tercera;0;hombre;51;7,05420017;Southampton
tercera;1;mujer;23;7,85419989;Southampton
tercera;1;hombre;32;7,57919979;Southampton
tercera;1;hombre;24;7,14169979;Southampton
tercera;0;hombre;22;7,125;Southampton
tercera;0;hombre;29;7,92500019;Southampton
tercera;0;mujer;30,5;7,75;Queenstown
tercera;0;hombre;35;7,89580011;Cherbourg
tercera;0;hombre;33;7,89580011;Southampton
tercera;1;mujer;15;8,0291996;Queenstown
tercera;0;mujer;35;7,75;Queenstown
tercera;0;hombre;24;16,1000004;Southampton
tercera;0;mujer;19;16,1000004;Southampton
tercera;0;hombre;55,5;8,05000019;Southampton
tercera;1;hombre;21;7,7750001;Southampton
tercera;0;hombre;24;7,89580011;Southampton
tercera;0;hombre;21;7,89580011;Southampton
tercera;0;hombre;28;7,89580011;Southampton
tercera;0;hombre;25;7,6500001;Southampton
tercera;1;hombre;6;12,4750004;Southampton
tercera;1;mujer;27;12,4750004;Southampton
tercera;0;hombre;34;8,05000019;Southampton
tercera;1;mujer;24;7,75;Queenstown
tercera;0;hombre;18;7,75;Southampton
tercera;0;hombre;22;7,89580011;Southampton
tercera;1;mujer;15;7,2249999;Cherbourg
tercera;1;mujer;1;15,7417002;Cherbourg
tercera;1;hombre;20;15,7417002;Cherbourg
tercera;1;mujer;19;15,7417002;Cherbourg
tercera;0;hombre;33;8,05000019;Southampton
tercera;1;hombre;12;11,2417002;Cherbourg
tercera;1;mujer;14;11,2417002;Cherbourg
tercera;0;mujer;29;7,92500019;Southampton
tercera;0;hombre;28;8,05000019;Southampton
tercera;1;mujer;18;7,7750001;Southampton
tercera;1;mujer;26;7,85419989;Southampton
tercera;0;hombre;21;7,85419989;Southampton
tercera;0;hombre;41;7,125;Southampton
tercera;1;hombre;39;7,92500019;Southampton
tercera;0;hombre;21;7,80000019;Southampton
tercera;0;hombre;28,5;7,22919989;Cherbourg
tercera;1;mujer;22;7,75;Southampton
tercera;0;hombre;61;6,23750019;Southampton
tercera;0;hombre;23;9,22500038;Southampton
tercera;1;mujer;22;7,7750001;Southampton
tercera;1;hombre;9;3,17079997;Southampton
tercera;0;hombre;28;22,5249996;Southampton
tercera;0;hombre;42;8,4041996;Southampton
tercera;0;mujer;31;7,85419989;Southampton
tercera;0;hombre;28;7,85419989;Southampton
tercera;1;hombre;32;7,7750001;Southampton
tercera;0;hombre;20;9,22500038;Southampton
tercera;0;mujer;23;8,66250038;Southampton
tercera;0;mujer;20;8,66250038;Southampton
tercera;0;hombre;20;8,66250038;Southampton
tercera;0;hombre;16;9,2166996;Southampton
tercera;1;mujer;31;8,68330002;Southampton
tercera;0;hombre;2;21,0750008;Southampton
tercera;0;hombre;6;21,0750008;Southampton
tercera;0;mujer;3;21,0750008;Southampton
tercera;0;mujer;8;21,0750008;Southampton
tercera;0;mujer;29;21,0750008;Southampton
tercera;0;hombre;1;39,6875;Southampton
tercera;0;hombre;7;39,6875;Southampton
tercera;0;hombre;2;39,6875;Southampton
tercera;0;hombre;16;39,6875;Southampton
tercera;0;hombre;14;39,6875;Southampton
tercera;0;mujer;41;39,6875;Southampton
tercera;0;hombre;21;8,66250038;Southampton
tercera;0;hombre;19;14,5;Southampton
tercera;0;hombre;32;7,89580011;Southampton
tercera;0;hombre;0,75;13,7749996;Southampton
tercera;0;mujer;3;13,7749996;Southampton
tercera;0;mujer;26;13,7749996;Southampton
tercera;0;hombre;21;7,92500019;Southampton
tercera;0;hombre;25;7,92500019;Southampton
tercera;0;hombre;22;7,25;Southampton
tercera;1;hombre;25;7,7750001;Southampton
tercera;0;hombre;24;8,05000019;Southampton
tercera;0;mujer;28;7,89580011;Southampton
tercera;0;hombre;19;7,89580011;Southampton
tercera;0;hombre;25;7,7750001;Southampton
tercera;0;mujer;18;7,7750001;Southampton
tercera;1;hombre;32;8,05000019;Southampton
tercera;0;hombre;17;8,66250038;Southampton
tercera;0;hombre;24;8,66250038;Southampton
tercera;0;hombre;38;7,89580011;Southampton
tercera;0;hombre;21;8,05000019;Southampton
tercera;0;hombre;10;29,125;Queenstown
tercera;0;hombre;4;29,125;Queenstown
tercera;0;hombre;7;29,125;Queenstown
tercera;0;hombre;2;29,125;Queenstown
tercera;0;hombre;8;29,125;Queenstown
tercera;0;mujer;39;29,125;Queenstown
tercera;0;mujer;22;39,6875;Southampton
tercera;0;hombre;35;7,125;Southampton
tercera;0;hombre;50;14,5;Southampton
tercera;0;mujer;47;14,5;Southampton
tercera;0;mujer;2;20,2124996;Southampton
tercera;0;hombre;18;20,2124996;Southampton
tercera;0;mujer;41;20,2124996;Southampton
tercera;0;hombre;50;8,05000019;Southampton
tercera;0;hombre;16;8,05000019;Southampton
tercera;0;hombre;25;7,2249999;Cherbourg
tercera;0;hombre;38,5;7,25;Southampton
tercera;0;hombre;14,5;69,5500031;Southampton
tercera;0;hombre;24;9,32499981;Southampton
tercera;1;mujer;21;7,6500001;Southampton
tercera;0;hombre;39;7,92500019;Southampton
tercera;1;mujer;1;16,7000008;Southampton
tercera;1;mujer;24;16,7000008;Southampton
tercera;1;mujer;4;16,7000008;Southampton
tercera;1;hombre;25;9,5;Southampton
tercera;0;hombre;20;8,05000019;Southampton
tercera;0;hombre;24,5;8,05000019;Southampton
tercera;1;hombre;29;9,5;Southampton
tercera;0;hombre;22;7,22919989;Cherbourg
tercera;0;hombre;40;7,89580011;Southampton
tercera;0;hombre;21;7,92500019;Southampton
tercera;1;mujer;18;7,49580002;Southampton
tercera;0;hombre;4;27,8999996;Southampton
tercera;0;hombre;10;27,8999996;Southampton
tercera;0;mujer;9;27,8999996;Southampton
tercera;0;mujer;2;27,8999996;Southampton
tercera;0;hombre;40;27,8999996;Southampton
tercera;0;mujer;45;27,8999996;Southampton
tercera;0;hombre;19;7,6500001;Southampton
tercera;0;hombre;30;8,05000019;Southampton
tercera;0;hombre;32;8,05000019;Southampton
tercera;0;hombre;33;8,66250038;Cherbourg
tercera;1;mujer;23;7,55000019;Southampton
tercera;0;hombre;21;8,05000019;Southampton
tercera;0;hombre;19;7,89580011;Southampton
tercera;0;mujer;22;9,83749962;Southampton
tercera;1;hombre;31;7,92500019;Southampton
tercera;0;hombre;27;8,66250038;Southampton
tercera;0;mujer;2;10,4624996;Southampton
tercera;0;mujer;29;10,4624996;Southampton
tercera;1;hombre;16;8,05000019;Southampton
tercera;1;hombre;44;7,92500019;Southampton
tercera;0;hombre;25;7,05000019;Southampton
tercera;0;hombre;74;7,7750001;Southampton
tercera;1;hombre;14;9,22500038;Southampton
tercera;0;hombre;24;7,79580021;Southampton
tercera;1;hombre;25;7,79580021;Southampton
tercera;0;hombre;34;8,05000019;Southampton
tercera;1;hombre;0,416700006;8,51669979;Cherbourg
tercera;1;mujer;16;8,51669979;Cherbourg
tercera;0;hombre;32;7,92500019;Southampton
tercera;0;hombre;30,5;8,05000019;Southampton
tercera;0;hombre;44;8,05000019;Southampton
tercera;1;hombre;25;0;Southampton
tercera;1;hombre;7;15,2458;Cherbourg
tercera;1;mujer;9;15,2458;Cherbourg
tercera;1;mujer;29;15,2458;Cherbourg
tercera;0;hombre;36;7,89580011;Southampton
tercera;1;mujer;18;9,8416996;Southampton
tercera;1;mujer;63;9,58749962;Southampton
tercera;0;hombre;11,5;14,5;Southampton
tercera;0;hombre;40,5;14,5;Southampton
tercera;0;mujer;10;24,1499996;Southampton
tercera;0;hombre;36;24,1499996;Southampton
tercera;0;mujer;30;24,1499996;Southampton
tercera;0;hombre;33;9,5;Southampton
tercera;0;hombre;28;9,5;Southampton
tercera;0;hombre;28;9,5;Southampton
tercera;0;hombre;47;9;Southampton
tercera;0;mujer;18;18;Southampton
tercera;0;hombre;31;18;Southampton
tercera;0;hombre;16;18;Southampton
tercera;0;mujer;31;18;Southampton
tercera;1;hombre;22;7,2249999;Cherbourg
tercera;0;hombre;20;7,85419989;Southampton
tercera;0;mujer;14;7,85419989;Southampton
tercera;0;hombre;22;7,89580011;Southampton
tercera;0;hombre;22;9;Southampton
tercera;0;hombre;32,5;9,5;Southampton
tercera;1;mujer;38;7,22919989;Cherbourg
tercera;0;hombre;51;7,75;Southampton
tercera;0;hombre;18;6,49580002;Southampton
tercera;0;hombre;21;6,49580002;Southampton
tercera;1;mujer;47;7;Southampton
tercera;0;hombre;28,5;16,1000004;Southampton
tercera;0;hombre;21;7,25;Southampton
tercera;0;hombre;27;8,66250038;Southampton
tercera;0;hombre;36;9,5;Southampton
tercera;0;hombre;27;14,4541998;Cherbourg
tercera;1;mujer;15;14,4541998;Cherbourg
tercera;0;hombre;45,5;7,2249999;Cherbourg
tercera;0;mujer;14,5;14,4541998;Cherbourg
tercera;0;hombre;26,5;7,2249999;Cherbourg
tercera;0;hombre;27;7,2249999;Cherbourg
tercera;0;hombre;29;7,875;Southampton
