Pais,Anho,NumPatentes,TotalCitas,MediaCitas,MaxCitas
Denmark,1997,121,223,1.8429752066115703,7
Denmark,1998,83,105,1.2650602409638554,3
Denmark,1999,5,5,1.0,1
Dominican,1964,2,6,3.0,5
Dominican,1972,1,1,1.0,1
Dominican,1973,1,4,4.0,4
Dominican,1975,1,1,1.0,1
Dominican,1978,1,3,3.0,3
Dominican,1981,1,1,1.0,1
Dominican,1984,1,16,16.0,16
Dominican,1986,1,6,6.0,6
Dominican,1990,1,5,5.0,5
Dominican,1991,2,5,2.5,3
Dominican,1993,1,2,2.0,2
Ecuador,1963,1,2,2.0,2
Ecuador,1967,1,3,3.0,3
Ecuador,1969,1,5,5.0,5
Ecuador,1973,2,6,3.0,4
Ecuador,1974,1,7,7.0,7
Ecuador,1975,1,2,2.0,2
Ecuador,1976,1,1,1.0,1
Ecuador,1979,1,34,34.0,34
Ecuador,1980,1,7,7.0,7
Ecuador,1981,1,2,2.0,2
Ecuador,1985,1,1,1.0,1
Ecuador,1986,2,2,1.0,1
Ecuador,1989,1,19,19.0,19
Ecuador,1990,2,8,4.0,7
Ecuador,1991,2,3,1.5,2
Ecuador,1992,1,2,2.0,2
Ecuador,1994,2,8,4.0,5
Ecuador,1998,1,1,1.0,1
Egypt,1965,1,1,1.0,1
Egypt,1966,2,5,2.5,4
Egypt,1967,4,16,4.0,6
Egypt,1971,2,23,11.5,18
Egypt,1972,1,5,5.0,5
Egypt,1973,2,24,12.0,19
Egypt,1974,1,2,2.0,2
Egypt,1975,2,41,20.5,23
Egypt,1976,1,4,4.0,4
Egypt,1980,2,64,32.0,34
Egypt,1981,2,7,3.5,4
Egypt,1982,1,1,1.0,1
Egypt,1984,1,2,2.0,2
Egypt,1985,2,8,4.0,6
Egypt,1986,2,18,9.0,16
Egypt,1989,4,24,6.0,16
Egypt,1991,3,26,8.666666666666666,19
Egypt,1992,1,13,13.0,13
Egypt,1993,1,1,1.0,1
Egypt,1994,2,17,8.5,12
Egypt,1995,3,14,4.666666666666667,9
Egypt,1996,2,6,3.0,4
Egypt,1997,1,1,1.0,1
El,1965,1,6,6.0,6
El,1966,1,1,1.0,1
El,1967,1,4,4.0,4
El,1968,1,1,1.0,1
El,1969,3,4,1.3333333333333333,2
El,1971,1,3,3.0,3
El,1974,1,9,9.0,9
El,1975,2,15,7.5,11
El,1976,2,5,2.5,3
El,1977,2,9,4.5,5
El,1978,3,12,4.0,7
El,1983,1,1,1.0,1
El,1988,2,3,1.5,2
El,1995,1,2,2.0,2
El,1997,1,2,2.0,2
El,1998,1,1,1.0,1
Estonia,1995,1,1,1.0,1
Ethiopia,1970,1,3,3.0,3
Faroe,1993,1,3,3.0,3
Finland,1963,15,39,2.6,13
Finland,1964,5,10,2.0,4
Finland,1965,16,44,2.75,14
Finland,1966,21,59,2.8095238095238093,8
Finland,1967,25,89,3.56,15
Finland,1968,20,131,6.55,20
Finland,1969,34,190,5.588235294117647,19
Finland,1970,42,180,4.285714285714286,18
Finland,1971,48,186,3.875,12
Finland,1972,61,261,4.278688524590164,17
Finland,1973,75,305,4.066666666666666,15
Finland,1974,100,579,5.79,23
Finland,1975,84,554,6.595238095238095,51
Finland,1976,98,570,5.816326530612245,26
Finland,1977,95,607,6.389473684210526,86
Finland,1978,111,629,5.666666666666667,26
Finland,1979,72,418,5.805555555555555,24
Finland,1980,109,597,5.477064220183486,38
Finland,1981,128,760,5.9375,33
Finland,1982,106,628,5.9245283018867925,41
Finland,1983,104,639,6.144230769230769,50
Finland,1984,140,849,6.064285714285714,77
Finland,1985,162,1069,6.598765432098766,44
Finland,1986,187,1240,6.6310160427807485,82
Finland,1987,245,1281,5.228571428571429,31
Finland,1988,187,998,5.336898395721925,34
Finland,1989,189,894,4.73015873015873,23
Finland,1990,256,1336,5.21875,35
Finland,1991,275,1278,4.647272727272727,34
Finland,1992,297,1371,4.616161616161616,45
Finland,1993,217,895,4.124423963133641,43
Finland,1994,236,870,3.6864406779661016,29
Finland,1995,261,1055,4.042145593869732,27
Finland,1996,265,871,3.2867924528301886,30
Finland,1997,174,397,2.281609195402299,10
Finland,1998,150,234,1.56,11
Finland,1999,16,18,1.125,2
France,1963,583,1980,3.3962264150943398,35
France,1964,703,2526,3.593172119487909,40
France,1965,968,3622,3.7417355371900825,49
France,1966,1064,4188,3.93609022556391,34
France,1967,1125,4197,3.7306666666666666,66
France,1968,1092,4335,3.96978021978022,83
France,1969,1348,5771,4.281157270029674,62
France,1970,1344,6327,4.707589285714286,59
France,1971,1773,8403,4.739424703891709,90
France,1972,1861,9485,5.096722192369694,56
France,1973,1840,10034,5.453260869565217,48
France,1974,2229,12711,5.702557200538358,112
France,1975,2072,12339,5.9551158301158305,71
France,1976,2129,13418,6.3024894316580555,73
France,1977,1897,12549,6.6151818661043755,94
France,1978,1869,12216,6.536115569823435,95
France,1979,1437,9141,6.361169102296451,83
France,1980,1828,11729,6.416301969365427,116
France,1981,1912,12007,6.279811715481172,95
France,1982,1768,11293,6.387443438914027,84
France,1983,1666,10945,6.569627851140456,69
France,1984,1902,12548,6.59726603575184,72
France,1985,2116,12922,6.106805293005671,78
France,1986,2075,12822,6.179277108433735,92
France,1987,2512,15312,6.095541401273885,72
France,1988,2316,13540,5.846286701208981,108
France,1989,2694,15010,5.5716406829992575,117
France,1990,2354,12777,5.427782497875956,221
France,1991,2482,12230,4.927477840451249,68
France,1992,2373,10930,4.60598398651496,49
France,1993,2199,9599,4.365165984538427,130
France,1994,2074,7953,3.834619093539055,42
France,1995,1848,5887,3.1856060606060606,45
France,1996,1598,4235,2.6501877346683353,34
France,1997,1260,2419,1.91984126984127,21
France,1998,795,1111,1.3974842767295597,13
France,1999,82,88,1.0731707317073171,2
French,1979,1,2,2.0,2
French,1991,1,4,4.0,4
Germany,1963,1547,5616,3.630252100840336,39
Germany,1964,1642,6267,3.8166869671132764,70
Germany,1965,2421,9484,3.917389508467575,54
Germany,1966,2838,11162,3.933051444679352,74
Germany,1967,2818,11434,4.057487579843861,56
Germany,1968,2619,10577,4.038564337533409,42
Germany,1969,3477,15380,4.423353465631291,135
Germany,1970,3444,15236,4.423925667828107,131
Germany,1971,4511,21361,4.73531367767679,60
Germany,1972,4782,25456,5.323295692179005,234
Germany,1973,4792,27150,5.665692821368948,74
Germany,1974,5355,31187,5.8239028944911295,99
Germany,1975,5354,32778,6.122151662308554,80
Germany,1976,5445,33353,6.125436179981635,83
Germany,1977,4940,31012,6.277732793522267,134
Germany,1978,5220,33210,6.362068965517241,86
Germany,1979,4047,25837,6.384235235977267,75
Germany,1980,5122,31269,6.104841858648966,147
Germany,1981,5599,34925,6.237721021611002,115
Germany,1982,4837,30312,6.26669423196196,68
Germany,1983,4824,29762,6.169568822553897,90
Germany,1984,5571,33746,6.057440315921737,121
Germany,1985,5952,36159,6.075100806451613,124
Germany,1986,6038,35994,5.961245445511759,125
Germany,1987,6939,40600,5.850987173944373,262
Germany,1988,6344,35911,5.66062421185372,232
Germany,1989,7098,37690,5.309946463792618,117
Germany,1990,6320,31866,5.042088607594937,109
Germany,1991,6266,30159,4.8131184168528565,91
Germany,1992,5757,25248,4.385617509119333,111
Germany,1993,5185,20408,3.935969141755063,65
Germany,1994,4896,17753,3.6260212418300655,127
Germany,1995,4402,13315,3.0247614720581555,62
Germany,1996,3942,9500,2.4099441907661086,37
Germany,1997,2868,5102,1.7789400278940029,14
Germany,1998,1911,2593,1.3568812140240711,9
Germany,1999,179,195,1.089385474860335,3
Ghana,1977,1,1,1.0,1
Ghana,1994,1,1,1.0,1
Great,1963,1177,3970,3.372982158028887,40
Great,1964,1196,3994,3.339464882943144,55
Great,1965,1766,6544,3.7055492638731597,71
Great,1966,1875,7195,3.8373333333333335,72
Great,1967,2037,8047,3.9504172803141877,56
Great,1968,1842,7630,4.142236699239956,46
Great,1969,2383,10156,4.261854804867814,47
Great,1970,2320,10937,4.714224137931034,48
Great,1971,2834,14276,5.037402964008469,166
Great,1972,2709,15597,5.7574750830564785,114
Great,1973,2463,14475,5.876979293544458,129
Great,1974,2761,17232,6.241216950380297,96
Great,1975,2735,18483,6.757952468007312,103
Great,1976,2675,18536,6.929345794392523,122
Great,1977,2395,17692,7.38705636743215,206
Great,1978,2465,16943,6.87342799188641,89
Great,1979,1714,12676,7.3955659276546095,81
Great,1980,2127,14787,6.952045133991537,77
Great,1981,2193,15683,7.151390788873689,83
Great,1982,1907,13469,7.062926061877294,79
Great,1983,1729,12457,7.204742625795258,82
Great,1984,1999,14322,7.164582291145573,109
Great,1985,2239,15836,7.072800357302367,111
Great,1986,2148,15756,7.335195530726257,99
Great,1987,2446,17209,7.03556827473426,103
Great,1988,2289,14754,6.445609436435125,132
Great,1989,2639,16872,6.3933308071239106,93
Great,1990,2365,14307,6.049471458773785,67
Great,1991,2348,12855,5.4748722316865415,74
Great,1992,1948,10314,5.294661190965092,90
Great,1993,1806,9444,5.229235880398671,95
Great,1994,1658,7138,4.30518697225573,41
Great,1995,1720,6277,3.6494186046511627,52
Great,1996,1541,4534,2.942245295262816,44
Great,1997,1230,2608,2.1203252032520323,16
Great,1998,805,1228,1.5254658385093167,9
Great,1999,90,101,1.1222222222222222,3
Greece,1963,4,20,5.0,9
Greece,1964,1,1,1.0,1
Greece,1965,2,9,4.5,5
Greece,1966,3,4,1.3333333333333333,2
Greece,1967,12,80,6.666666666666667,28
Greece,1968,3,16,5.333333333333333,9
Greece,1969,8,34,4.25,11
Greece,1970,8,43,5.375,11
Greece,1971,5,30,6.0,20
Greece,1972,15,98,6.533333333333333,30
Greece,1973,11,52,4.7272727272727275,14
Greece,1974,14,103,7.357142857142857,35
Greece,1975,9,54,6.0,13
Greece,1976,11,53,4.818181818181818,16
Greece,1977,6,35,5.833333333333333,9
Greece,1978,5,39,7.8,21
Greece,1979,6,30,5.0,13
Greece,1980,2,6,3.0,5
Greece,1981,5,29,5.8,8
Greece,1982,5,19,3.8,7
Greece,1983,5,18,3.6,6
Greece,1984,6,20,3.3333333333333335,6
Greece,1985,6,65,10.833333333333334,46
Greece,1986,7,25,3.5714285714285716,8
Greece,1987,2,7,3.5,5
Greece,1988,7,34,4.857142857142857,12
Greece,1989,6,14,2.3333333333333335,7
Greece,1990,8,79,9.875,46
Greece,1991,11,28,2.5454545454545454,7
Greece,1992,5,32,6.4,11
Greece,1993,5,23,4.6,13
Greece,1994,12,42,3.5,18
Greece,1995,5,7,1.4,3
Greece,1996,9,26,2.888888888888889,7
Greece,1997,3,4,1.3333333333333333,2
Greece,1998,3,3,1.0,1
Greenland,1985,1,5,5.0,5
Guadeloupe,1988,1,22,22.0,22
Guatemala,1963,2,8,4.0,4
Guatemala,1965,1,2,2.0,2
Guatemala,1966,4,13,3.25,5
Guatemala,1967,3,20,6.666666666666667,11
Guatemala,1969,4,27,6.75,10
Guatemala,1970,2,7,3.5,4
Guatemala,1971,1,3,3.0,3
Guatemala,1973,7,63,9.0,18
Guatemala,1974,3,6,2.0,3
Guatemala,1975,1,2,2.0,2
Guatemala,1976,1,3,3.0,3
Guatemala,1977,4,20,5.0,12
Guatemala,1981,1,2,2.0,2
Guatemala,1984,2,10,5.0,7
Guatemala,1985,1,1,1.0,1
Guatemala,1987,2,5,2.5,3
Guatemala,1990,1,1,1.0,1
Guatemala,1993,1,3,3.0,3
Guatemala,1994,1,24,24.0,24
Guatemala,1996,1,11,11.0,11
Guatemala,1997,1,4,4.0,4
Guatemala,1998,1,4,4.0,4
Guinea,1974,1,2,2.0,2
Guyana,1976,1,6,6.0,6
Guyana,1977,1,8,8.0,8
Guyana,1991,1,1,1.0,1
Guyana,1992,1,2,2.0,2
Haiti,1966,1,11,11.0,11
Haiti,1967,2,3,1.5,2
Haiti,1968,2,8,4.0,5
Haiti,1969,2,10,5.0,8
Haiti,1970,1,4,4.0,4
Haiti,1971,2,13,6.5,12
Haiti,1974,3,16,5.333333333333333,8
Haiti,1976,1,1,1.0,1
Haiti,1979,1,9,9.0,9
Haiti,1980,2,22,11.0,20
Haiti,1981,1,4,4.0,4
Haiti,1982,3,10,3.3333333333333335,6
Haiti,1985,1,9,9.0,9
Haiti,1987,1,11,11.0,11
Haiti,1989,1,3,3.0,3
Haiti,1997,1,1,1.0,1
Honduras,1969,5,89,17.8,35
Honduras,1970,2,16,8.0,8
Honduras,1971,1,2,2.0,2
Honduras,1972,1,4,4.0,4
Honduras,1973,2,13,6.5,7
Honduras,1978,1,10,10.0,10
Honduras,1989,2,8,4.0,5
Honduras,1990,1,1,1.0,1
Honduras,1992,1,3,3.0,3
Honduras,1995,1,2,2.0,2
Honduras,1996,1,1,1.0,1
Hong,1963,6,16,2.6666666666666665,6
Hong,1964,5,26,5.2,16
Hong,1965,3,17,5.666666666666667,9
Hong,1966,8,22,2.75,8
Hong,1967,9,19,2.111111111111111,4
Hong,1968,4,22,5.5,8
Hong,1969,6,42,7.0,20
Hong,1970,6,33,5.5,14
Hong,1971,17,71,4.176470588235294,17
Hong,1972,5,18,3.6,7
Hong,1973,13,82,6.3076923076923075,14
Hong,1974,7,23,3.2857142857142856,5
Hong,1975,10,48,4.8,10
Hong,1976,18,140,7.777777777777778,29
Hong,1977,8,62,7.75,26
Hong,1978,18,93,5.166666666666667,28
Hong,1979,13,79,6.076923076923077,17
Hong,1980,26,111,4.269230769230769,13
Hong,1981,31,206,6.645161290322581,22
Hong,1982,15,66,4.4,8
Hong,1983,13,101,7.769230769230769,21
Hong,1984,21,211,10.047619047619047,27
Hong,1985,25,186,7.44,29
Hong,1986,31,217,7.0,24
Hong,1987,31,190,6.129032258064516,19
Hong,1988,34,224,6.588235294117647,31
Hong,1989,44,204,4.636363636363637,14
Hong,1990,48,292,6.083333333333333,39
Hong,1991,45,247,5.488888888888889,36
Hong,1992,54,288,5.333333333333333,33
Hong,1993,54,261,4.833333333333333,34
Hong,1994,46,207,4.5,19
Hong,1995,66,251,3.803030303030303,18
Hong,1996,58,119,2.0517241379310347,8
Hong,1997,41,94,2.292682926829268,8
Hong,1998,58,94,1.6206896551724137,5
Hong,1999,10,13,1.3,3
Hungary,1963,8,32,4.0,10
Hungary,1964,11,43,3.909090909090909,13
Hungary,1965,14,28,2.0,9
Hungary,1966,19,82,4.315789473684211,17
Hungary,1967,18,81,4.5,12
Hungary,1968,15,96,6.4,29
Hungary,1969,17,48,2.823529411764706,10
Hungary,1970,28,157,5.607142857142857,20
Hungary,1971,33,168,5.090909090909091,28
Hungary,1972,35,129,3.6857142857142855,12
Hungary,1973,36,158,4.388888888888889,15
Hungary,1974,47,245,5.212765957446808,27
Hungary,1975,44,211,4.795454545454546,46
Hungary,1976,67,271,4.044776119402985,11
Hungary,1977,64,273,4.265625,17
Hungary,1978,52,244,4.6923076923076925,16
Hungary,1979,53,206,3.8867924528301887,15
Hungary,1980,73,386,5.287671232876712,41
Hungary,1981,80,339,4.2375,27
Hungary,1982,80,470,5.875,36
Hungary,1983,84,385,4.583333333333333,38
Hungary,1984,81,306,3.7777777777777777,35
Hungary,1985,77,361,4.688311688311688,26
Hungary,1986,96,405,4.21875,20
Hungary,1987,97,365,3.7628865979381443,33
Hungary,1988,68,252,3.7058823529411766,43
Hungary,1989,92,365,3.967391304347826,15
Hungary,1990,64,245,3.828125,36
Hungary,1991,54,239,4.425925925925926,38
Hungary,1992,49,184,3.7551020408163267,34
Hungary,1993,24,36,1.5,4
Hungary,1994,22,81,3.6818181818181817,17
Hungary,1995,22,53,2.409090909090909,7
Hungary,1996,19,43,2.263157894736842,13
Hungary,1997,6,13,2.1666666666666665,5
Hungary,1998,8,23,2.875,16
Hungary,1999,1,1,1.0,1
Iceland,1964,2,4,2.0,3
Iceland,1965,2,6,3.0,5
Iceland,1966,2,4,2.0,3
Iceland,1967,1,22,22.0,22
Iceland,1968,4,16,4.0,7
Iceland,1969,1,5,5.0,5
Iceland,1970,6,33,5.5,7
Iceland,1971,8,26,3.25,7
Iceland,1972,4,16,4.0,6
Iceland,1973,2,4,2.0,3
Iceland,1974,3,22,7.333333333333333,12
Iceland,1975,2,5,2.5,3
Iceland,1978,2,4,2.0,3
Iceland,1979,2,4,2.0,2
Iceland,1983,1,5,5.0,5
Iceland,1984,2,10,5.0,7
Iceland,1985,3,10,3.3333333333333335,5
Iceland,1986,3,7,2.3333333333333335,4
Iceland,1987,3,18,6.0,9
Iceland,1988,3,9,3.0,6
Iceland,1989,1,1,1.0,1
Iceland,1990,3,13,4.333333333333333,6
Iceland,1992,4,16,4.0,8
Iceland,1993,3,14,4.666666666666667,11
Iceland,1994,3,21,7.0,13
Iceland,1995,3,9,3.0,4
Iceland,1996,2,2,1.0,1
Iceland,1997,2,2,1.0,1
Iceland,1998,3,10,3.3333333333333335,7
Iceland,1999,2,2,1.0,1
India,1963,3,7,2.3333333333333335,3
India,1964,4,11,2.75,6
India,1965,5,18,3.6,10
India,1966,4,8,2.0,4
India,1967,9,19,2.111111111111111,3
India,1968,9,16,1.7777777777777777,5
India,1969,11,31,2.8181818181818183,5
India,1970,9,48,5.333333333333333,10
India,1971,7,22,3.142857142857143,10
India,1972,15,57,3.8,12
India,1973,16,103,6.4375,26
India,1974,11,40,3.6363636363636362,11
India,1975,11,95,8.636363636363637,31
India,1976,14,61,4.357142857142857,19
India,1977,12,58,4.833333333333333,19
India,1978,12,135,11.25,28
India,1979,10,111,11.1,37
India,1980,2,6,3.0,5
India,1981,6,13,2.1666666666666665,4
India,1982,3,18,6.0,9
India,1983,10,42,4.2,10
India,1984,9,61,6.777777777777778,33
India,1985,9,32,3.5555555555555554,8
India,1986,13,75,5.769230769230769,30
India,1987,9,45,5.0,17
India,1988,12,49,4.083333333333333,12
India,1989,12,61,5.083333333333333,18
India,1990,13,62,4.769230769230769,23
India,1991,15,105,7.0,53
India,1992,19,72,3.789473684210526,30
India,1993,17,88,5.176470588235294,31
India,1994,20,106,5.3,31
India,1995,26,63,2.423076923076923,9
India,1996,17,45,2.6470588235294117,8
India,1997,11,21,1.9090909090909092,4
India,1998,17,22,1.2941176470588236,2
India,1999,1,3,3.0,3
Indonesia,1966,4,24,6.0,16
Indonesia,1967,11,22,2.0,4
Indonesia,1968,19,63,3.3157894736842106,13
Indonesia,1971,2,4,2.0,3
Indonesia,1972,1,1,1.0,1
Indonesia,1973,6,15,2.5,4
Indonesia,1974,7,32,4.571428571428571,9
Indonesia,1976,1,3,3.0,3
Indonesia,1978,2,6,3.0,4
Indonesia,1979,1,2,2.0,2
Indonesia,1980,1,4,4.0,4
Indonesia,1981,1,9,9.0,9
Indonesia,1982,1,2,2.0,2
Indonesia,1984,1,1,1.0,1
Indonesia,1985,1,16,16.0,16
Indonesia,1986,3,10,3.3333333333333335,5
Indonesia,1988,2,4,2.0,3
Indonesia,1989,4,11,2.75,4
Indonesia,1990,3,19,6.333333333333333,10
Indonesia,1991,2,4,2.0,2
Indonesia,1992,5,11,2.2,5
Indonesia,1993,2,6,3.0,3
Indonesia,1994,4,12,3.0,6
Indonesia,1995,1,3,3.0,3
Indonesia,1996,1,1,1.0,1
Indonesia,1997,1,2,2.0,2
Iran,1963,1,3,3.0,3
Iran,1965,1,5,5.0,5
Iran,1966,2,7,3.5,5
Iran,1967,3,14,4.666666666666667,8
Iran,1968,1,11,11.0,11
Iran,1969,1,8,8.0,8
Iran,1970,3,13,4.333333333333333,8
Iran,1971,3,17,5.666666666666667,10
Iran,1972,2,31,15.5,26
Iran,1973,5,56,11.2,38
Iran,1974,4,27,6.75,17
Iran,1975,4,25,6.25,11
Iran,1976,2,15,7.5,12
Iran,1977,1,1,1.0,1
Iran,1978,6,11,1.8333333333333333,3
Iran,1979,3,11,3.6666666666666665,6
Iran,1981,2,8,4.0,6
Iran,1987,1,2,2.0,2
Iran,1988,1,3,3.0,3
Iran,1989,1,2,2.0,2
Iran,1990,2,2,1.0,1
Iran,1991,1,1,1.0,1
Iran,1992,1,2,2.0,2
Iran,1993,1,3,3.0,3
Iran,1994,2,5,2.5,3
Iran,1995,2,7,3.5,4
Iraq,1977,1,1,1.0,1
Iraq,1980,1,4,4.0,4
Iraq,1984,1,30,30.0,30
Iraq,1985,1,2,2.0,2
Iraq,1988,2,7,3.5,6
Iraq,1989,1,2,2.0,2
Ireland,1963,2,6,3.0,5
Ireland,1965,3,16,5.333333333333333,12
Ireland,1966,7,19,2.7142857142857144,5
Ireland,1967,5,43,8.6,19
Ireland,1968,5,23,4.6,8
Ireland,1969,10,94,9.4,42
Ireland,1970,10,25,2.5,5
Ireland,1971,24,94,3.9166666666666665,17
Ireland,1972,16,115,7.1875,41
Ireland,1973,26,154,5.923076923076923,21
Ireland,1974,15,100,6.666666666666667,19
Ireland,1975,14,101,7.214285714285714,16
Ireland,1976,20,149,7.45,38
Ireland,1977,17,101,5.9411764705882355,19
Ireland,1978,17,127,7.470588235294118,23
Ireland,1979,10,51,5.1,13
Ireland,1980,16,62,3.875,10
Ireland,1981,15,99,6.6,15
Ireland,1982,22,132,6.0,18
Ireland,1983,13,106,8.153846153846153,28
Ireland,1984,27,145,5.37037037037037,14
Ireland,1985,27,199,7.37037037037037,31
Ireland,1986,26,180,6.923076923076923,25
Ireland,1987,34,321,9.441176470588236,45
Ireland,1988,38,380,10.0,127
Ireland,1989,59,382,6.47457627118644,41
Ireland,1990,50,451,9.02,55
Ireland,1991,49,322,6.571428571428571,31
Ireland,1992,47,339,7.212765957446808,42
Ireland,1993,46,302,6.565217391304348,45
Ireland,1994,41,176,4.2926829268292686,14
Ireland,1995,36,113,3.138888888888889,18
Ireland,1996,57,146,2.56140350877193,10
Ireland,1997,40,79,1.975,6
Ireland,1998,19,26,1.368421052631579,4
Ireland,1999,2,2,1.0,1
Israel,1963,8,11,1.375,3
Israel,1964,17,84,4.9411764705882355,38
Israel,1965,24,75,3.125,11
Israel,1966,31,100,3.225806451612903,15
Israel,1967,44,157,3.5681818181818183,18
Israel,1968,27,137,5.074074074074074,19
Israel,1969,43,154,3.5813953488372094,13
Israel,1970,38,146,3.8421052631578947,14
Israel,1971,40,226,5.65,29
Israel,1972,47,296,6.297872340425532,22
Israel,1973,75,497,6.626666666666667,54
Israel,1974,76,527,6.934210526315789,41
Israel,1975,85,707,8.31764705882353,81
Israel,1976,97,684,7.051546391752577,74
Israel,1977,87,667,7.666666666666667,53
Israel,1978,93,718,7.720430107526882,36
Israel,1979,75,518,6.906666666666666,30
Israel,1980,101,928,9.188118811881187,56
Israel,1981,112,996,8.892857142857142,55
Israel,1982,95,792,8.336842105263157,59
Israel,1983,98,635,6.479591836734694,44
Israel,1984,147,936,6.36734693877551,64
Israel,1985,166,1249,7.524096385542169,100
Israel,1986,170,1227,7.2176470588235295,72
Israel,1987,227,1832,8.070484581497798,82
Israel,1988,209,1634,7.818181818181818,68
Israel,1989,296,2150,7.263513513513513,113
Israel,1990,265,1833,6.916981132075471,92
Israel,1991,257,1760,6.848249027237354,95
Israel,1992,289,1891,6.5432525951557095,89
Israel,1993,269,1707,6.345724907063197,51
Israel,1994,285,1567,5.4982456140350875,33
Israel,1995,281,1324,4.711743772241993,57
Israel,1996,308,1250,4.058441558441558,38
Israel,1997,280,785,2.8035714285714284,32
Israel,1998,221,362,1.6380090497737556,8
Israel,1999,20,26,1.3,5
Italy,1963,223,737,3.304932735426009,21
Italy,1964,192,619,3.2239583333333335,19
Italy,1965,281,997,3.5480427046263343,23
Italy,1966,294,1114,3.7891156462585034,32
Italy,1967,324,1344,4.148148148148148,28
Italy,1968,350,1337,3.82,45
Italy,1969,401,1683,4.197007481296758,26
Italy,1970,440,1887,4.288636363636364,32
Italy,1971,584,2657,4.549657534246576,41
Italy,1972,666,3404,5.111111111111111,83
Italy,1973,638,3458,5.420062695924765,82
Italy,1974,676,3890,5.754437869822485,67
Italy,1975,628,3697,5.8869426751592355,62
Italy,1976,665,3939,5.923308270676691,77
Italy,1977,650,4026,6.193846153846154,68
Italy,1978,624,4173,6.6875,107
Italy,1979,519,3053,5.8824662813102115,66
Italy,1980,677,4199,6.202363367799114,54
Italy,1981,749,4186,5.588785046728972,36
Italy,1982,646,3839,5.942724458204334,56
Italy,1983,525,3042,5.7942857142857145,80
Italy,1984,697,4059,5.823529411764706,48
Italy,1985,796,4532,5.693467336683417,45
Italy,1986,860,4704,5.469767441860465,45
Italy,1987,1018,5497,5.399803536345776,76
Italy,1988,921,4884,5.302931596091205,46
Italy,1989,1084,5490,5.064575645756458,57
Italy,1990,1029,4823,4.687074829931973,59
Italy,1991,950,4150,4.368421052631579,50
Italy,1992,965,3937,4.07979274611399,41
Italy,1993,923,3589,3.8884073672806068,45
Italy,1994,863,2967,3.4380069524913095,44
Italy,1995,684,2004,2.9298245614035086,22
